num_vars,seed,true_edges,edge_density,max_eigenvalue_real,DirectSF2M_AUROC,DirectSF2M_AUPRC,DirectSF2M_training_time,DirectSF2M_num_true_edges,hparam_n_steps,hparam_batch_size,hparam_reg,hparam_alpha,hparam_lr,hparam_knockout_hidden,config_id,experiment_id,total_experiments
10,283,27,0.27,0.9467484666911842,0.8427194317605277,0.6711167661177158,4.174063682556152,27,1000,64,1e-06,0.1,0.005,128,4,14,648
10,165,27,0.27,0.9963180699495502,0.9170471841704718,0.7951365973794595,3.9713850021362305,27,1000,64,1e-06,0.1,0.005,128,4,15,648
10,962,25,0.25,0.7146712559397453,0.7994666666666667,0.5667817356080229,5.081514358520508,25,1000,64,1e-06,0.1,0.005,256,5,16,648
10,283,27,0.27,0.9467484666911842,0.8731608320649418,0.7331056389997359,5.298090934753418,27,1000,64,1e-06,0.1,0.005,256,5,17,648
10,165,27,0.27,0.9963180699495502,0.9150177574835109,0.7945639005452649,5.270622968673706,27,1000,64,1e-06,0.1,0.005,256,5,18,648
10,962,25,0.25,0.7146712559397453,0.7818666666666667,0.5735819201152863,4.636300802230835,25,1000,64,1e-06,0.3,0.001,128,6,19,648
10,283,27,0.27,0.9467484666911842,0.8340943683409436,0.6699866511548396,4.188149690628052,27,1000,64,1e-06,0.3,0.001,128,6,20,648
10,165,27,0.27,0.9963180699495502,0.8942161339421613,0.7483655995388259,4.0168702602386475,27,1000,64,1e-06,0.3,0.001,128,6,21,648
10,962,25,0.25,0.7146712559397453,0.8288,0.6180145912987818,5.188090085983276,25,1000,64,1e-06,0.3,0.001,256,7,22,648
10,283,27,0.27,0.9467484666911842,0.867579908675799,0.6995917233236781,5.3885767459869385,27,1000,64,1e-06,0.3,0.001,256,7,23,648
10,165,27,0.27,0.9963180699495502,0.91298833079655,0.769882307823425,5.641803979873657,27,1000,64,1e-06,0.3,0.001,256,7,24,648
10,962,25,0.25,0.7146712559397453,0.7733333333333334,0.5805967521261989,4.540865182876587,25,1000,64,1e-06,0.3,0.003,128,8,25,648
10,283,27,0.27,0.9467484666911842,0.8503297818366312,0.6664485205623327,4.616466999053955,27,1000,64,1e-06,0.3,0.003,128,8,26,648
10,165,27,0.27,0.9963180699495502,0.9137493658041603,0.7849780725574045,4.08671498298645,27,1000,64,1e-06,0.3,0.003,128,8,27,648
10,962,25,0.25,0.7146712559397453,0.7997333333333333,0.5905054588745322,5.782214164733887,25,1000,64,1e-06,0.3,0.003,256,9,28,648
10,283,27,0.27,0.9467484666911842,0.8726534753932014,0.7278508775809438,5.696784257888794,27,1000,64,1e-06,0.3,0.003,256,9,29,648
10,165,27,0.27,0.9963180699495502,0.917300862506342,0.7881991550861507,5.7569990158081055,27,1000,64,1e-06,0.3,0.003,256,9,30,648
10,962,25,0.25,0.7146712559397453,0.7794666666666665,0.5990341135544434,4.297541856765747,25,1000,64,1e-06,0.3,0.005,128,10,31,648
10,283,27,0.27,0.9467484666911842,0.8292744799594115,0.6465167185327545,4.365404844284058,27,1000,64,1e-06,0.3,0.005,128,10,32,648
10,165,27,0.27,0.9963180699495502,0.9190766108574328,0.8036442206779422,4.569820165634155,27,1000,64,1e-06,0.3,0.005,128,10,33,648
10,962,25,0.25,0.7146712559397453,0.7949333333333332,0.583446619299959,5.610165357589722,25,1000,64,1e-06,0.3,0.005,256,11,34,648
10,283,27,0.27,0.9467484666911842,0.8706240487062404,0.7279021441037369,6.000410795211792,27,1000,64,1e-06,0.3,0.005,256,11,35,648
10,165,27,0.27,0.9963180699495502,0.9190766108574328,0.793272771292207,5.870756149291992,27,1000,64,1e-06,0.3,0.005,256,11,36,648
10,962,25,0.25,0.7146712559397453,0.7533333333333333,0.5672099345393193,4.282156705856323,25,1000,64,1e-05,0.1,0.001,128,12,37,648
10,283,27,0.27,0.9467484666911842,0.8318112633181126,0.6710024426646717,4.698896884918213,27,1000,64,1e-05,0.1,0.001,128,12,38,648
10,165,27,0.27,0.9963180699495502,0.8619989852866565,0.7405094590715506,4.248303174972534,27,1000,64,1e-05,0.1,0.001,128,12,39,648
10,962,25,0.25,0.7146712559397453,0.7816,0.5889564547806355,5.507520914077759,25,1000,64,1e-05,0.1,0.001,256,13,40,648
10,283,27,0.27,0.9467484666911842,0.8510908168442415,0.6488920427297283,5.779965877532959,27,1000,64,1e-05,0.1,0.001,256,13,41,648
10,165,27,0.27,0.9963180699495502,0.7983257229832572,0.6790236850933387,5.440464019775391,27,1000,64,1e-05,0.1,0.001,256,13,42,648
10,962,25,0.25,0.7146712559397453,0.7957333333333333,0.5802343348358778,4.455106019973755,25,1000,64,1e-05,0.1,0.003,128,14,43,648
10,283,27,0.27,0.9467484666911842,0.8389142567224759,0.6653434438758368,4.473659038543701,27,1000,64,1e-05,0.1,0.003,128,14,44,648
10,165,27,0.27,0.9963180699495502,0.84779299847793,0.7089233898605674,4.43947696685791,27,1000,64,1e-05,0.1,0.003,128,14,45,648
10,962,25,0.25,0.7146712559397453,0.8024,0.6055188038481757,5.548120975494385,25,1000,64,1e-05,0.1,0.003,256,15,46,648
10,283,27,0.27,0.9467484666911842,0.8429731100963979,0.6602783521004452,5.6303369998931885,27,1000,64,1e-05,0.1,0.003,256,15,47,648
10,165,27,0.27,0.9963180699495502,0.8092338914256723,0.6986237472183425,5.763463020324707,27,1000,64,1e-05,0.1,0.003,256,15,48,648
10,962,25,0.25,0.7146712559397453,0.7802666666666667,0.6110481724507374,4.076838254928589,25,1000,64,1e-05,0.1,0.005,128,16,49,648
10,283,27,0.27,0.9467484666911842,0.832572298325723,0.6360270924216611,4.492008924484253,27,1000,64,1e-05,0.1,0.005,128,16,50,648
10,165,27,0.27,0.9963180699495502,0.9074074074074074,0.7482232115474796,4.3083109855651855,27,1000,64,1e-05,0.1,0.005,128,16,51,648
10,962,25,0.25,0.7146712559397453,0.8176,0.6196674789634635,5.561998128890991,25,1000,64,1e-05,0.1,0.005,256,17,52,648
10,283,27,0.27,0.9467484666911842,0.863013698630137,0.7094083063645507,5.577263116836548,27,1000,64,1e-05,0.1,0.005,256,17,53,648
10,165,27,0.27,0.9963180699495502,0.8691019786910198,0.7592353368286624,5.74281120300293,27,1000,64,1e-05,0.1,0.005,256,17,54,648
10,962,25,0.25,0.7146712559397453,0.7496,0.5567052545839309,4.366652011871338,25,1000,64,1e-05,0.3,0.001,128,18,55,648
10,283,27,0.27,0.9467484666911842,0.817351598173516,0.6437211869361279,4.2086310386657715,27,1000,64,1e-05,0.3,0.001,128,18,56,648
10,165,27,0.27,0.9963180699495502,0.8264840182648401,0.6952042546818371,4.521387100219727,27,1000,64,1e-05,0.3,0.001,128,18,57,648
10,962,25,0.25,0.7146712559397453,0.7749333333333334,0.5863840714617546,5.570815086364746,25,1000,64,1e-05,0.3,0.001,256,19,58,648
10,283,27,0.27,0.9467484666911842,0.8396752917300863,0.6152494753768942,5.941490888595581,27,1000,64,1e-05,0.3,0.001,256,19,59,648
10,165,27,0.27,0.9963180699495502,0.7534246575342466,0.6390814227020685,5.744004964828491,27,1000,64,1e-05,0.3,0.001,256,19,60,648
10,962,25,0.25,0.7146712559397453,0.7741333333333333,0.5895001250259917,4.201879024505615,25,1000,64,1e-05,0.3,0.003,128,20,61,648
10,283,27,0.27,0.9467484666911842,0.8495687468290208,0.6735604919776761,4.454320907592773,27,1000,64,1e-05,0.3,0.003,128,20,62,648
10,165,27,0.27,0.9963180699495502,0.8239472349061391,0.6959418386012302,4.155212163925171,27,1000,64,1e-05,0.3,0.003,128,20,63,648
10,962,25,0.25,0.7146712559397453,0.7946666666666666,0.5938873762145149,5.343037843704224,25,1000,64,1e-05,0.3,0.003,256,21,64,648
10,283,27,0.27,0.9467484666911842,0.8457635717909691,0.6626377072265315,5.770592927932739,27,1000,64,1e-05,0.3,0.003,256,21,65,648
10,165,27,0.27,0.9963180699495502,0.7978183663115169,0.6808278235334653,5.718546152114868,27,1000,64,1e-05,0.3,0.003,256,21,66,648
10,962,25,0.25,0.7146712559397453,0.7816000000000001,0.605289720598116,4.363849878311157,25,1000,64,1e-05,0.3,0.005,128,22,67,648
10,283,27,0.27,0.9467484666911842,0.8366311516996449,0.6459457753453279,4.496183156967163,27,1000,64,1e-05,0.3,0.005,128,22,68,648
10,165,27,0.27,0.9963180699495502,0.9053779807204465,0.7384573921669508,4.261871099472046,27,1000,64,1e-05,0.3,0.005,128,22,69,648
10,962,25,0.25,0.7146712559397453,0.8146666666666667,0.6172023542554853,5.45120096206665,25,1000,64,1e-05,0.3,0.005,256,23,70,648
10,283,27,0.27,0.9467484666911842,0.8645357686453576,0.7211335034543225,5.77173924446106,27,1000,64,1e-05,0.3,0.005,256,23,71,648
10,165,27,0.27,0.9963180699495502,0.8658041603247082,0.755156801871411,5.6692938804626465,27,1000,64,1e-05,0.3,0.005,256,23,72,648
10,962,25,0.25,0.7146712559397453,0.5,0.25,4.193785667419434,25,1000,64,0.0001,0.1,0.001,128,24,73,648
10,283,27,0.27,0.9467484666911842,0.5,0.27,4.645761966705322,27,1000,64,0.0001,0.1,0.001,128,24,74,648
10,165,27,0.27,0.9963180699495502,0.5,0.27,4.287568807601929,27,1000,64,0.0001,0.1,0.001,128,24,75,648
10,962,25,0.25,0.7146712559397453,0.5,0.25,5.477374076843262,25,1000,64,0.0001,0.1,0.001,256,25,76,648
10,283,27,0.27,0.9467484666911842,0.5,0.27,5.7670578956604,27,1000,64,0.0001,0.1,0.001,256,25,77,648
10,165,27,0.27,0.9963180699495502,0.5,0.27,5.7356343269348145,27,1000,64,0.0001,0.1,0.001,256,25,78,648
10,962,25,0.25,0.7146712559397453,0.5,0.25,4.332856893539429,25,1000,64,0.0001,0.1,0.003,128,26,79,648
10,283,27,0.27,0.9467484666911842,0.5,0.27,4.296885967254639,27,1000,64,0.0001,0.1,0.003,128,26,80,648
10,165,27,0.27,0.9963180699495502,0.5,0.27,4.24407696723938,27,1000,64,0.0001,0.1,0.003,128,26,81,648
10,962,25,0.25,0.7146712559397453,0.5599999999999999,0.27482758620689657,5.621664047241211,25,1000,64,0.0001,0.1,0.003,256,27,82,648
10,283,27,0.27,0.9467484666911842,0.5636732623033993,0.2977820349084717,5.838015079498291,27,1000,64,0.0001,0.1,0.003,256,27,83,648
10,165,27,0.27,0.9963180699495502,0.5471841704718418,0.29016260162601626,5.639208078384399,27,1000,64,0.0001,0.1,0.003,256,27,84,648
10,962,25,0.25,0.7146712559397453,0.5666666666666667,0.2777777777777778,3.9558358192443848,25,1000,64,0.0001,0.1,0.005,128,28,85,648
10,283,27,0.27,0.9467484666911842,0.5684931506849316,0.3,4.681280851364136,27,1000,64,0.0001,0.1,0.005,128,28,86,648
10,165,27,0.27,0.9963180699495502,0.5684931506849316,0.3,4.257444143295288,27,1000,64,0.0001,0.1,0.005,128,28,87,648
10,962,25,0.25,0.7146712559397453,0.5666666666666667,0.2777777777777778,5.478456974029541,25,1000,64,0.0001,0.1,0.005,256,29,88,648
10,283,27,0.27,0.9467484666911842,0.5684931506849316,0.3,5.810389041900635,27,1000,64,0.0001,0.1,0.005,256,29,89,648
10,165,27,0.27,0.9963180699495502,0.5684931506849316,0.3,5.429343938827515,27,1000,64,0.0001,0.1,0.005,256,29,90,648
10,962,25,0.25,0.7146712559397453,0.5,0.25,4.196895122528076,25,1000,64,0.0001,0.3,0.001,128,30,91,648
10,283,27,0.27,0.9467484666911842,0.5,0.27,4.31905722618103,27,1000,64,0.0001,0.3,0.001,128,30,92,648
10,165,27,0.27,0.9963180699495502,0.5,0.27,4.3925347328186035,27,1000,64,0.0001,0.3,0.001,128,30,93,648
10,962,25,0.25,0.7146712559397453,0.5,0.25,5.529477119445801,25,1000,64,0.0001,0.3,0.001,256,31,94,648
10,283,27,0.27,0.9467484666911842,0.5,0.27,5.721222162246704,27,1000,64,0.0001,0.3,0.001,256,31,95,648
10,165,27,0.27,0.9963180699495502,0.5,0.27,5.604025840759277,27,1000,64,0.0001,0.3,0.001,256,31,96,648
10,962,25,0.25,0.7146712559397453,0.5,0.25,4.453030824661255,25,1000,64,0.0001,0.3,0.003,128,32,97,648
10,283,27,0.27,0.9467484666911842,0.5,0.27,4.699958086013794,27,1000,64,0.0001,0.3,0.003,128,32,98,648
10,165,27,0.27,0.9963180699495502,0.5,0.27,4.2920098304748535,27,1000,64,0.0001,0.3,0.003,128,32,99,648
10,962,25,0.25,0.7146712559397453,0.5733333333333333,0.2808988764044944,5.633405923843384,25,1000,64,0.0001,0.3,0.003,256,33,100,648
10,283,27,0.27,0.9467484666911842,0.5383054287163876,0.28607066836951894,5.516021966934204,27,1000,64,0.0001,0.3,0.003,256,33,101,648
10,165,27,0.27,0.9963180699495502,0.5821917808219178,0.3068181818181818,5.62645697593689,27,1000,64,0.0001,0.3,0.003,256,33,102,648
10,962,25,0.25,0.7146712559397453,0.5666666666666667,0.2777777777777778,4.375408172607422,25,1000,64,0.0001,0.3,0.005,128,34,103,648
10,283,27,0.27,0.9467484666911842,0.5684931506849316,0.3,4.425457954406738,27,1000,64,0.0001,0.3,0.005,128,34,104,648
10,165,27,0.27,0.9963180699495502,0.5684931506849316,0.3,4.374004125595093,27,1000,64,0.0001,0.3,0.005,128,34,105,648
10,962,25,0.25,0.7146712559397453,0.5666666666666667,0.2777777777777778,5.61418890953064,25,1000,64,0.0001,0.3,0.005,256,35,106,648
10,283,27,0.27,0.9467484666911842,0.5684931506849316,0.3,5.595599889755249,27,1000,64,0.0001,0.3,0.005,256,35,107,648
10,165,27,0.27,0.9963180699495502,0.5684931506849316,0.3,5.751200199127197,27,1000,64,0.0001,0.3,0.005,256,35,108,648
10,962,25,0.25,0.7146712559397453,0.7858666666666666,0.5769376440902151,5.441671848297119,25,1000,128,1e-06,0.1,0.001,128,36,109,648
10,283,27,0.27,0.9467484666911842,0.8272450532724505,0.6831789000641066,5.952229022979736,27,1000,128,1e-06,0.1,0.001,128,36,110,648
10,165,27,0.27,0.9963180699495502,0.888888888888889,0.7677135981372001,5.596310138702393,27,1000,128,1e-06,0.1,0.001,128,36,111,648
10,962,25,0.25,0.7146712559397453,0.8085333333333333,0.6011023996357836,7.736497163772583,25,1000,128,1e-06,0.1,0.001,256,37,112,648
10,283,27,0.27,0.9467484666911842,0.8812785388127854,0.7124105364507598,8.408519268035889,27,1000,128,1e-06,0.1,0.001,256,37,113,648
10,165,27,0.27,0.9963180699495502,0.9167935058346017,0.7997955881233424,8.314554929733276,27,1000,128,1e-06,0.1,0.001,256,37,114,648
10,962,25,0.25,0.7146712559397453,0.8088,0.5767344133950699,5.6580469608306885,25,1000,128,1e-06,0.1,0.003,128,38,115,648
10,283,27,0.27,0.9467484666911842,0.8609842719431761,0.646175552373482,5.828348875045776,27,1000,128,1e-06,0.1,0.003,128,38,116,648
10,165,27,0.27,0.9963180699495502,0.908675799086758,0.7901089915143418,5.737666130065918,27,1000,128,1e-06,0.1,0.003,128,38,117,648
10,962,25,0.25,0.7146712559397453,0.7866666666666666,0.6054830961142806,7.956408262252808,25,1000,128,1e-06,0.1,0.003,256,39,118,648
10,283,27,0.27,0.9467484666911842,0.8734145104008119,0.6908621912257857,8.207945823669434,27,1000,128,1e-06,0.1,0.003,256,39,119,648
10,165,27,0.27,0.9963180699495502,0.9140030441400304,0.7703086483536559,7.976553916931152,27,1000,128,1e-06,0.1,0.003,256,39,120,648
10,962,25,0.25,0.7146712559397453,0.8104,0.5591299445830687,5.74716591835022,25,1000,128,1e-06,0.1,0.005,128,40,121,648
10,283,27,0.27,0.9467484666911842,0.8381532217148655,0.6279784992358607,5.995832920074463,27,1000,128,1e-06,0.1,0.005,128,40,122,648
10,165,27,0.27,0.9963180699495502,0.8952308472856418,0.7851884032913522,5.601571798324585,27,1000,128,1e-06,0.1,0.005,128,40,123,648
10,962,25,0.25,0.7146712559397453,0.7962666666666667,0.5774475743702185,7.850796937942505,25,1000,128,1e-06,0.1,0.005,256,41,124,648
10,283,27,0.27,0.9467484666911842,0.8581938102486047,0.6679741272316015,9.04003620147705,27,1000,128,1e-06,0.1,0.005,256,41,125,648
10,165,27,0.27,0.9963180699495502,0.904363267376966,0.762055998680037,7.837239027023315,27,1000,128,1e-06,0.1,0.005,256,41,126,648
10,962,25,0.25,0.7146712559397453,0.7935999999999999,0.5863121937236899,6.102129936218262,25,1000,128,1e-06,0.3,0.001,128,42,127,648
10,283,27,0.27,0.9467484666911842,0.8500761035007611,0.6993378509830458,6.143311262130737,27,1000,128,1e-06,0.3,0.001,128,42,128,648
10,165,27,0.27,0.9963180699495502,0.9058853373921867,0.781024325075304,5.896046876907349,27,1000,128,1e-06,0.3,0.001,128,42,129,648
10,962,25,0.25,0.7146712559397453,0.8085333333333333,0.6119655529655531,7.87285304069519,25,1000,128,1e-06,0.3,0.001,256,43,130,648
10,283,27,0.27,0.9467484666911842,0.8817858954845256,0.7117797394745753,8.28502607345581,27,1000,128,1e-06,0.3,0.001,256,43,131,648
10,165,27,0.27,0.9963180699495502,0.9190766108574328,0.8019290011474918,7.974268198013306,27,1000,128,1e-06,0.3,0.001,256,43,132,648
10,962,25,0.25,0.7146712559397453,0.8069333333333333,0.575706135105666,5.822487115859985,25,1000,128,1e-06,0.3,0.003,128,44,133,648
10,283,27,0.27,0.9467484666911842,0.8625063419583968,0.6628688437484478,5.674214124679565,27,1000,128,1e-06,0.3,0.003,128,44,134,648
10,165,27,0.27,0.9963180699495502,0.9074074074074074,0.7907001754633827,6.146608829498291,27,1000,128,1e-06,0.3,0.003,128,44,135,648
10,962,25,0.25,0.7146712559397453,0.7858666666666666,0.610570061752346,8.18817687034607,25,1000,128,1e-06,0.3,0.003,256,45,136,648
10,283,27,0.27,0.9467484666911842,0.8708777270421106,0.7034017662104104,7.866323947906494,27,1000,128,1e-06,0.3,0.003,256,45,137,648
10,165,27,0.27,0.9963180699495502,0.9152714358193811,0.782158151005321,8.277192115783691,27,1000,128,1e-06,0.3,0.003,256,45,138,648
10,962,25,0.25,0.7146712559397453,0.8093333333333333,0.5745658495962347,5.457507848739624,25,1000,128,1e-06,0.3,0.005,128,46,139,648
10,283,27,0.27,0.9467484666911842,0.8450025367833587,0.6346464429598272,8.946011781692505,27,1000,128,1e-06,0.3,0.005,128,46,140,648
10,165,27,0.27,0.9963180699495502,0.9036022323693557,0.790361148847234,5.8409411907196045,27,1000,128,1e-06,0.3,0.005,128,46,141,648
10,962,25,0.25,0.7146712559397453,0.8058666666666667,0.5978846533055142,7.980943202972412,25,1000,128,1e-06,0.3,0.005,256,47,142,648
10,283,27,0.27,0.9467484666911842,0.8566717402333842,0.6651857603160238,8.147578954696655,27,1000,128,1e-06,0.3,0.005,256,47,143,648
10,165,27,0.27,0.9963180699495502,0.8975139523084729,0.7593725243759711,8.53562307357788,27,1000,128,1e-06,0.3,0.005,256,47,144,648
10,962,25,0.25,0.7146712559397453,0.7373333333333333,0.5632105441885736,5.669933080673218,25,1000,128,1e-05,0.1,0.001,128,48,145,648
10,283,27,0.27,0.9467484666911842,0.8343480466768138,0.6366040397866723,6.136212110519409,27,1000,128,1e-05,0.1,0.001,128,48,146,648
10,165,27,0.27,0.9963180699495502,0.7861491628614916,0.6653677551316175,5.821753025054932,27,1000,128,1e-05,0.1,0.001,128,48,147,648
10,962,25,0.25,0.7146712559397453,0.8056,0.6187531886337265,7.944654941558838,25,1000,128,1e-05,0.1,0.001,256,49,148,648
10,283,27,0.27,0.9467484666911842,0.7688990360223237,0.5955229350682825,9.609914302825928,27,1000,128,1e-05,0.1,0.001,256,49,149,648
10,165,27,0.27,0.9963180699495502,0.769406392694064,0.6324928588798908,8.688668966293335,27,1000,128,1e-05,0.1,0.001,256,49,150,648
10,962,25,0.25,0.7146712559397453,0.8186666666666667,0.5790636729268421,5.911226749420166,25,1000,128,1e-05,0.1,0.003,128,50,151,648
10,283,27,0.27,0.9467484666911842,0.8663115169964485,0.7210614938693568,6.624768972396851,27,1000,128,1e-05,0.1,0.003,128,50,152,648
10,165,27,0.27,0.9963180699495502,0.8285134449518012,0.7193254630291561,6.804701328277588,27,1000,128,1e-05,0.1,0.003,128,50,153,648
10,962,25,0.25,0.7146712559397453,0.752,0.6148977345499086,9.25532579421997,25,1000,128,1e-05,0.1,0.003,256,51,154,648
10,283,27,0.27,0.9467484666911842,0.8018772196854389,0.6223328982153833,8.145955801010132,27,1000,128,1e-05,0.1,0.003,256,51,155,648
10,165,27,0.27,0.9963180699495502,0.7501268391679351,0.6307668762489165,8.359496831893921,27,1000,128,1e-05,0.1,0.003,256,51,156,648
10,962,25,0.25,0.7146712559397453,0.8162666666666667,0.5632743722160269,5.743334770202637,25,1000,128,1e-05,0.1,0.005,128,52,157,648
10,283,27,0.27,0.9467484666911842,0.8493150684931506,0.6772521242358904,7.495277166366577,27,1000,128,1e-05,0.1,0.005,128,52,158,648
10,165,27,0.27,0.9963180699495502,0.9127346524606799,0.7837841006777522,6.570346832275391,27,1000,128,1e-05,0.1,0.005,128,52,159,648
10,962,25,0.25,0.7146712559397453,0.7866666666666667,0.6039540294621254,9.405986070632935,25,1000,128,1e-05,0.1,0.005,256,53,160,648
10,283,27,0.27,0.9467484666911842,0.8635210553018772,0.7090056521343071,9.550476789474487,27,1000,128,1e-05,0.1,0.005,256,53,161,648
10,165,27,0.27,0.9963180699495502,0.8645357686453576,0.7251016506736407,9.215418815612793,27,1000,128,1e-05,0.1,0.005,256,53,162,648
10,962,25,0.25,0.7146712559397453,0.7288,0.5497822333611808,6.939470052719116,25,1000,128,1e-05,0.3,0.001,128,54,163,648
10,283,27,0.27,0.9467484666911842,0.8165905631659056,0.6171549105278591,7.4921417236328125,27,1000,128,1e-05,0.3,0.001,128,54,164,648
10,165,27,0.27,0.9963180699495502,0.7349061390157281,0.612092886537331,6.815713167190552,27,1000,128,1e-05,0.3,0.001,128,54,165,648
10,962,25,0.25,0.7146712559397453,0.792,0.6055735571617925,9.377355098724365,25,1000,128,1e-05,0.3,0.001,256,55,166,648
10,283,27,0.27,0.9467484666911842,0.7465753424657535,0.579282133110778,9.003381729125977,27,1000,128,1e-05,0.3,0.001,256,55,167,648
10,165,27,0.27,0.9963180699495502,0.7262810755961441,0.6010994832418064,9.809289932250977,27,1000,128,1e-05,0.3,0.001,256,55,168,648
10,962,25,0.25,0.7146712559397453,0.8165333333333333,0.539942111196506,5.852349758148193,25,1000,128,1e-05,0.3,0.003,128,56,169,648
10,283,27,0.27,0.9467484666911842,0.8658041603247083,0.7000861946853801,8.228132009506226,27,1000,128,1e-05,0.3,0.003,128,56,170,648
10,165,27,0.27,0.9963180699495502,0.8340943683409437,0.7252693545258861,8.301628828048706,27,1000,128,1e-05,0.3,0.003,128,56,171,648
10,962,25,0.25,0.7146712559397453,0.7522666666666666,0.6149899392245213,10.661104202270508,25,1000,128,1e-05,0.3,0.003,256,57,172,648
10,283,27,0.27,0.9467484666911842,0.8077118214104516,0.6275831176029993,11.97055196762085,27,1000,128,1e-05,0.3,0.003,256,57,173,648
10,165,27,0.27,0.9963180699495502,0.7772704211060376,0.64250539796076,11.642321109771729,27,1000,128,1e-05,0.3,0.003,256,57,174,648
10,962,25,0.25,0.7146712559397453,0.8221333333333334,0.5725244568302765,8.233018159866333,25,1000,128,1e-05,0.3,0.005,128,58,175,648
10,283,27,0.27,0.9467484666911842,0.8538812785388128,0.6861974593477262,9.283127784729004,27,1000,128,1e-05,0.3,0.005,128,58,176,648
10,165,27,0.27,0.9963180699495502,0.91324200913242,0.7793356860452649,7.2296648025512695,27,1000,128,1e-05,0.3,0.005,128,58,177,648
10,962,25,0.25,0.7146712559397453,0.8048,0.6170043623196646,9.015341997146606,25,1000,128,1e-05,0.3,0.005,256,59,178,648
10,283,27,0.27,0.9467484666911842,0.8663115169964486,0.7140332618357714,10.071348905563354,27,1000,128,1e-05,0.3,0.005,256,59,179,648
10,165,27,0.27,0.9963180699495502,0.9117199391171994,0.7846313512448586,9.2203049659729,27,1000,128,1e-05,0.3,0.005,256,59,180,648
10,962,25,0.25,0.7146712559397453,0.5,0.25,5.8470752239227295,25,1000,128,0.0001,0.1,0.001,128,60,181,648
10,283,27,0.27,0.9467484666911842,0.5,0.27,6.203825950622559,27,1000,128,0.0001,0.1,0.001,128,60,182,648
10,165,27,0.27,0.9963180699495502,0.5,0.27,6.429351806640625,27,1000,128,0.0001,0.1,0.001,128,60,183,648
10,962,25,0.25,0.7146712559397453,0.5,0.25,8.667640924453735,25,1000,128,0.0001,0.1,0.001,256,61,184,648
10,283,27,0.27,0.9467484666911842,0.5,0.27,10.32138180732727,27,1000,128,0.0001,0.1,0.001,256,61,185,648
10,165,27,0.27,0.9963180699495502,0.5,0.27,9.845448970794678,27,1000,128,0.0001,0.1,0.001,256,61,186,648
10,962,25,0.25,0.7146712559397453,0.5,0.25,6.7326037883758545,25,1000,128,0.0001,0.1,0.003,128,62,187,648
10,283,27,0.27,0.9467484666911842,0.5,0.27,6.682522773742676,27,1000,128,0.0001,0.1,0.003,128,62,188,648
10,165,27,0.27,0.9963180699495502,0.5,0.27,7.344009160995483,27,1000,128,0.0001,0.1,0.003,128,62,189,648
10,962,25,0.25,0.7146712559397453,0.5666666666666667,0.2777777777777778,8.108526945114136,25,1000,128,0.0001,0.1,0.003,256,63,190,648
10,283,27,0.27,0.9467484666911842,0.6027397260273972,0.3176470588235294,10.352882862091064,27,1000,128,0.0001,0.1,0.003,256,63,191,648
10,165,27,0.27,0.9963180699495502,0.5451547437848807,0.28916451335055987,9.272452116012573,27,1000,128,0.0001,0.1,0.003,256,63,192,648
10,962,25,0.25,0.7146712559397453,0.5666666666666667,0.2777777777777778,6.50846791267395,25,1000,128,0.0001,0.1,0.005,128,64,193,648
10,283,27,0.27,0.9467484666911842,0.5342465753424658,0.3,6.717882871627808,27,1000,128,0.0001,0.1,0.005,128,64,194,648
10,165,27,0.27,0.9963180699495502,0.5684931506849316,0.3,6.7438318729400635,27,1000,128,0.0001,0.1,0.005,128,64,195,648
10,962,25,0.25,0.7146712559397453,0.5666666666666667,0.2777777777777778,9.341912031173706,25,1000,128,0.0001,0.1,0.005,256,65,196,648
10,283,27,0.27,0.9467484666911842,0.5684931506849316,0.3,10.542789936065674,27,1000,128,0.0001,0.1,0.005,256,65,197,648
10,165,27,0.27,0.9963180699495502,0.5684931506849316,0.3,8.60360312461853,27,1000,128,0.0001,0.1,0.005,256,65,198,648
10,962,25,0.25,0.7146712559397453,0.5,0.25,6.523053884506226,25,1000,128,0.0001,0.3,0.001,128,66,199,648
10,283,27,0.27,0.9467484666911842,0.5,0.27,5.966176748275757,27,1000,128,0.0001,0.3,0.001,128,66,200,648
10,165,27,0.27,0.9963180699495502,0.5,0.27,6.651344060897827,27,1000,128,0.0001,0.3,0.001,128,66,201,648
10,962,25,0.25,0.7146712559397453,0.5,0.25,9.817435026168823,25,1000,128,0.0001,0.3,0.001,256,67,202,648
10,283,27,0.27,0.9467484666911842,0.5,0.27,8.382725954055786,27,1000,128,0.0001,0.3,0.001,256,67,203,648
10,165,27,0.27,0.9963180699495502,0.5,0.27,9.332088708877563,27,1000,128,0.0001,0.3,0.001,256,67,204,648
10,962,25,0.25,0.7146712559397453,0.5,0.25,7.805668115615845,25,1000,128,0.0001,0.3,0.003,128,68,205,648
10,283,27,0.27,0.9467484666911842,0.5,0.27,6.128141164779663,27,1000,128,0.0001,0.3,0.003,128,68,206,648
10,165,27,0.27,0.9963180699495502,0.5,0.27,6.886553764343262,27,1000,128,0.0001,0.3,0.003,128,68,207,648
10,962,25,0.25,0.7146712559397453,0.5666666666666667,0.2777777777777778,9.316399097442627,25,1000,128,0.0001,0.3,0.003,256,69,208,648
10,283,27,0.27,0.9467484666911842,0.5705225773718925,0.30112833763996555,8.554361820220947,27,1000,128,0.0001,0.3,0.003,256,69,209,648
